week,date,day,shift,slot,company,tier,company_id
3,2026-07-21,الثلاثاء,الفترة الصباحية,5,فيجا فارما للأدوية,B,2ef0480f-ecaf-4d21-83c3-5704843c7bee
3,2026-07-21,الثلاثاء,الفترة الصباحية,6,هم حضرموت للاستيراد,A,1f123d3d-8901-4232-a76e-677f6704c67f
3,2026-07-21,الثلاثاء,الفترة الصباحية,7,ريمان فارما,B,b810d9e5-6b91-48c1-85b9-db8ba3fd511e
3,2026-07-21,الثلاثاء,الفترة المسائية,1,سافا فارما,B,cf5b717e-5997-4972-991a-870ea5c8f617
3,2026-07-21,الثلاثاء,الفترة المسائية,2,المفضل فارما - بيليم,A,77d4208b-c4e9-46f6-9c50-1e8d8f59efdb
3,2026-07-21,الثلاثاء,الفترة المسائية,3,بريميم كير للأدوية,B,f1b1aa17-09a6-4676-961f-84a62e4080e1
3,2026-07-21,الثلاثاء,الفترة المسائية,4,مؤسسة السعادة الطبية,B,4030e19a-26bb-4a0a-831a-a827fd1c7287
3,2026-07-21,الثلاثاء,الفترة المسائية,5,مسايا فارما للاستيراد,B,7bc4ad2d-2f60-47b1-ab38-0914ad9d0a54
3,2026-07-21,الثلاثاء,الفترة المسائية,6,سبأ فارما - عبده البتن,B,c24ab94c-4f9b-48c4-a3fc-5c65464eae64
3,2026-07-21,الثلاثاء,الفترة المسائية,7,شركة الجبل - سيلا,A,a061deae-b228-47df-b8c1-16d994598f78
3,2026-07-21,الثلاثاء,الفترة المسائية,8,شركة الفتح - قسم الأدوية,B,6a7a9ea8-a931-4106-8831-6e260a0efa10
3,2026-07-22,الأربعاء,الفترة الصباحية,1,الزغير فارما,B,4132e2df-702a-44d5-a0f7-fbebd36812b5
3,2026-07-22,الأربعاء,الفترة الصباحية,2,شركة الأمل الطبية,B,7002de7e-7e2c-4e09-8489-f5ee1b782049
3,2026-07-22,الأربعاء,الفترة الصباحية,3,مخازن بلقيس - قسم التغذية,A,9d8639c0-f6c9-44e3-a2a1-7b3f32ef40e0
3,2026-07-22,الأربعاء,الفترة الصباحية,4,ذا بست كير للأدوية,B,96e64700-4244-4447-859e-3cd2cde50b49
3,2026-07-22,الأربعاء,الفترة الصباحية,5,الشركة العربية للأدوية,A,3cc28b9f-211e-4959-83e2-d245ac57d400
3,2026-07-22,الأربعاء,الفترة الصباحية,6,الثقة فارما,A,14706375-38ab-4d39-bd76-6cafee51a49e
3,2026-07-22,الأربعاء,الفترة الصباحية,7,شركة ارض الجنتين - جلفار,B,ee760dcd-daf1-4ef3-b962-d5b8b1fb799c
3,2026-07-22,الأربعاء,الفترة المسائية,1,شركة إنما فارما,A,f40785dd-014b-453e-a559-cecbd7567403
3,2026-07-22,الأربعاء,الفترة المسائية,2,سمارتي للأدوية,B,a4f659cf-7065-48e7-86b8-a52b400f30ef
3,2026-07-22,الأربعاء,الفترة المسائية,3,ارض الريادة للاستيراد,A,cbf1f7ab-c9e9-4023-9fca-7bc6da62d3a2
3,2026-07-22,الأربعاء,الفترة المسائية,4,منير علي للاستيراد,B,ed05656b-f4d7-48d1-a80a-fa56ad43c73b
3,2026-07-22,الأربعاء,الفترة المسائية,5,السريحي للأدوية,B,69ae82a8-afd7-461e-acd4-ea3a48b0f1d4
3,2026-07-22,الأربعاء,الفترة المسائية,6,الجبل فارما - قسم الجبل,A,35a549a6-b17c-4c70-8fc6-87c525daf667
3,2026-07-22,الأربعاء,الفترة المسائية,7,الفهد فارما,B,bf2f61b6-2151-45d0-92f6-2cda0b6c7dee
4,2026-07-25,السبت,الفترة الصباحية,1,اصرار فارما,A,66bdbd3b-59a8-4d9c-8997-d771abd6f9c1
4,2026-07-25,السبت,الفترة الصباحية,2,الشركة العالمية - قطاع فارما,A,f3433cb4-2cb9-4950-9796-b36f563080c5
4,2026-07-25,السبت,الفترة الصباحية,3,النبيل للأدوية,B,704bc8d0-75a1-47e4-92e1-94c457f7ed7d
4,2026-07-25,السبت,الفترة الصباحية,4,الشركة العربية للأدوية,A,3cc28b9f-211e-4959-83e2-d245ac57d400
4,2026-07-25,السبت,الفترة الصباحية,5,شركة البن للأدوية,B,d5eedcf5-60f3-4e38-ac5b-9725f08606a3
4,2026-07-25,السبت,الفترة الصباحية,6,محلات ابو جرير,B,1e521854-1b46-4c8d-bdb7-e3a34141999f
4,2026-07-25,السبت,الفترة الصباحية,7,هيلث كير (د/ سامي),B,f1039aee-2f7c-4859-9cc9-e82044fe1db5
4,2026-07-25,السبت,الفترة المسائية,1,است برو هيلت,A,b8862cb5-0619-4c73-93e0-46941439169e
4,2026-07-25,السبت,الفترة المسائية,2,المفضل فارما - المفضل,A,ab82e6ba-600b-483e-9332-edcae2b6d1a6
4,2026-07-25,السبت,الفترة المسائية,3,مؤسسة الرمال للأدوية,B,a20ee442-e2a9-414e-a886-180f206f85a3
4,2026-07-25,السبت,الفترة المسائية,4,الغزالي للأدوية,B,b174d6d5-610e-4b36-a3c2-72a051d3af2d
4,2026-07-25,السبت,الفترة المسائية,5,مؤسسة الخليج العربي,B,eaaded01-668b-4b2d-930f-a6aa6839d69e
4,2026-07-25,السبت,الفترة المسائية,6,صيدلية الهلال 3,A,63057e0f-2006-4072-bf6a-6f8156b8e9fc
4,2026-07-25,السبت,الفترة المسائية,7,القاهرة لتجارة الأدوية,B,e924295c-f77f-4c89-a407-d315532d126a
4,2026-07-25,السبت,الفترة المسائية,8,الدهيلي للأدوية,A,60cd7a9c-bd5e-4096-b4a3-d54a630102bb
4,2026-07-26,الأحد,الفترة الصباحية,1,الدواء ميديكال,A,9f61c185-4691-4101-bb4b-7670ebc1192a
4,2026-07-26,الأحد,الفترة الصباحية,2,مخازن بلقيس - العناية الصحية,A,7427ce0f-a5e8-42bd-9e54-8944e35548d4
4,2026-07-26,الأحد,الفترة الصباحية,3,شركة اليمان فارما,A,880d0a24-6941-4118-bccd-c88b5a8d5424
4,2026-07-26,الأحد,الفترة الصباحية,4,النور للأدوية (مجموعة),A,f53bf8b0-141e-4985-aaba-a3700544620f
4,2026-07-26,الأحد,الفترة الصباحية,5,ادفانس كير للأدوية,A,a1accde3-394b-458d-b57b-bc06254f6b4b
4,2026-07-26,الأحد,الفترة الصباحية,6,بريميم كير للأدوية,B,f1b1aa17-09a6-4676-961f-84a62e4080e1
4,2026-07-26,الأحد,الفترة الصباحية,7,مخازن الزبيدي للأدوية,B,ae2fb31c-91fd-4a76-91f7-6b5872512589
4,2026-07-26,الأحد,الفترة المسائية,1,الشركة اليمنية المصرية,A,2b90f88e-fdbe-42aa-822a-a4b04c844f6d
4,2026-07-26,الأحد,الفترة المسائية,2,مؤسسة بن معمر للأدوية,B,c2cc4586-4ab7-424f-94ff-9f4e2638c244
4,2026-07-26,الأحد,الفترة المسائية,3,مؤسسة محمد عبد الفتاح,B,73136f1a-6b11-444b-9151-23617d2214a0
4,2026-07-26,الأحد,الفترة المسائية,4,شركة شام فارما,B,eb008866-51da-427d-a6cd-42c194b25887
4,2026-07-26,الأحد,الفترة المسائية,5,ميديكا للصناعات الدوائية,A,177403b2-f23f-475a-8267-f4f8413a645e
4,2026-07-26,الأحد,الفترة المسائية,6,امبال قسم جلينمارك,A,af7414d0-4edb-425e-a3cf-2b296f5085b7
4,2026-07-26,الأحد,الفترة المسائية,7,شركة أرض الجنتين - العربية,B,b8287cb1-04ed-47a9-bd62-b3fe07f8a2eb
4,2026-07-26,الأحد,الفترة المسائية,8,مخازن بلقيس - قسم التغذية,A,9d8639c0-f6c9-44e3-a2a1-7b3f32ef40e0
4,2026-07-27,الإثنين,الفترة الصباحية,1,المؤسسة المتقدمة - بيزلين,B,370a9139-c16b-4cd2-807c-b81aa19c0825
4,2026-07-27,الإثنين,الفترة الصباحية,2,الزغير فارما,B,4132e2df-702a-44d5-a0f7-fbebd36812b5
4,2026-07-27,الإثنين,الفترة الصباحية,3,الميدان للأدوية,B,61f6e5f8-1569-482f-8f2e-7caf5b3c5246
4,2026-07-27,الإثنين,الفترة الصباحية,4,رواد الدواء,B,9e93ee3d-ad1c-4306-94ea-89b33bde827b
4,2026-07-27,الإثنين,الفترة الصباحية,5,فارما المحدودة / ناتكو,B,412ea31b-bff3-4007-9fad-43f2ae6cc1fd
4,2026-07-27,الإثنين,الفترة الصباحية,6,الشركة العربية (ABC),A,d99d4ec7-561b-4ab4-b009-412902790a2e
4,2026-07-27,الإثنين,الفترة الصباحية,7,سر الدواء للأدوية,B,fd4e9d70-290a-419a-98d0-8a8dacd04bd3
4,2026-07-27,الإثنين,الفترة المسائية,1,شركة النهدي الطبية,A,39289db2-8a71-45c2-8650-7a83cf094dbe
4,2026-07-27,الإثنين,الفترة المسائية,2,ميد واي للأدوية,B,652c8397-64ef-4b29-8b15-54884ef58873
4,2026-07-27,الإثنين,الفترة المسائية,3,شركة العابد - فارما,A,801e8daf-8535-415e-b71a-f5d2a054a268
4,2026-07-27,الإثنين,الفترة المسائية,4,صيدلية الهلال 1,A,bc497db6-c5ae-4a47-b8b6-880e570712da
4,2026-07-27,الإثنين,الفترة المسائية,5,الفهد فارما,B,bf2f61b6-2151-45d0-92f6-2cda0b6c7dee
4,2026-07-27,الإثنين,الفترة المسائية,6,الشركة الدوائية - التخصصية,A,2fb27e9d-b6d2-49d2-b332-10ea7ce158b8
4,2026-07-27,الإثنين,الفترة المسائية,7,المفضل فارما - نيو فارما,A,da294ccd-3e4d-402c-ac93-d0de5282c30b
4,2026-07-27,الإثنين,الفترة المسائية,8,شركة الجبل - سيلا,A,a061deae-b228-47df-b8c1-16d994598f78
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,مخازن بلقيس - القسم العربي,A,fe7f09d4-8d61-4d8f-a172-f626502cc485
4,2026-07-28,الثلاثاء,الفترة الصباحية,2,شركة ارض الجنتين - جلفار,B,ee760dcd-daf1-4ef3-b962-d5b8b1fb799c
4,2026-07-28,الثلاثاء,الفترة الصباحية,3,مؤسسة ابن القادري,B,0156baed-0154-47df-a3f4-87c7a87998ce
4,2026-07-28,الثلاثاء,الفترة الصباحية,4,المؤسسة المتحدة للأدوية,B,ead09800-f288-4ae2-bc06-0888c976c274
4,2026-07-28,الثلاثاء,الفترة الصباحية,5,شركة نماء فارما,B,f5c9ccee-7731-40d2-a6f8-f029c9af4d51
4,2026-07-28,الثلاثاء,الفترة الصباحية,6,شركة الفرقان التجارية,B,c50d9c70-2f57-4db3-869d-6940cb658024
4,2026-07-28,الثلاثاء,الفترة الصباحية,7,جوبان فارما,B,6cf2dddf-c441-46ed-aec1-b8fbb7b70a7b
4,2026-07-28,الثلاثاء,الفترة المسائية,1,مؤسسة المداني,B,60a406d5-c3bc-4138-a55d-1774fb789cb4
4,2026-07-28,الثلاثاء,الفترة المسائية,2,ناتو فارما العالمية,B,8610975e-c80a-496a-9a65-c940c5fc478a
4,2026-07-28,الثلاثاء,الفترة المسائية,3,العبير فارما,A,4e688f9e-b8c7-4256-816f-566e18291984
4,2026-07-28,الثلاثاء,الفترة المسائية,4,احمد فارما,A,f1ceb8c9-cd9f-4e3c-92ea-a90f3a72abd9
4,2026-07-28,الثلاثاء,الفترة المسائية,5,العيفري للأدوية,A,27127cad-cc73-43cb-b9dd-1c893bdc8c2c
4,2026-07-28,الثلاثاء,الفترة المسائية,6,ماف فارما للصناعات,B,ae09f6d3-c7bd-42e7-8e31-6b6359bfe2ce
4,2026-07-28,الثلاثاء,الفترة المسائية,7,ريمان فارما,B,b810d9e5-6b91-48c1-85b9-db8ba3fd511e
4,2026-07-28,الثلاثاء,الفترة المسائية,8,الجبل فارما - قسم الحكمة,A,bc313a2a-0fe5-454e-9ad2-5a5135a3256e
4,2026-07-29,الأربعاء,الفترة الصباحية,1,محلات المنصوب,B,d1346f15-1869-41dc-b520-cdc177813423
4,2026-07-29,الأربعاء,الفترة الصباحية,2,شركة عين سبا,B,06279de2-4b96-414e-9455-9942050d6590
4,2026-07-29,الأربعاء,الفترة الصباحية,3,تداوي فارما,B,00f177eb-4b34-477f-875f-6c0bb60fddbf
4,2026-07-29,الأربعاء,الفترة الصباحية,4,شمس الجزيرة للأدوية,B,2bbc10ad-5d64-44be-bc89-330be06df0a0
4,2026-07-29,الأربعاء,الفترة الصباحية,5,شركة حضرموت الوادي,B,8091e163-c48b-4ff4-a07c-9e360edbcb2a
4,2026-07-29,الأربعاء,الفترة الصباحية,6,ارض الريادة للاستيراد,A,cbf1f7ab-c9e9-4023-9fca-7bc6da62d3a2
4,2026-07-29,الأربعاء,الفترة الصباحية,7,مؤسسة محمد الشاعر,B,41cadb57-8d07-4f9e-9039-e97ed6e5b5bf
4,2026-07-29,الأربعاء,الفترة المسائية,1,شركة العابد العابد,A,7f1bc6d5-5107-4c89-85b4-d3f2f3d3f664
4,2026-07-29,الأربعاء,الفترة المسائية,2,شركة الرباط فارما,B,d8d310f3-af76-4cea-b117-fda9ec83f125
4,2026-07-29,الأربعاء,الفترة المسائية,3,شركة غرناطة المحدودة,B,ac0490b8-3c8a-40a7-8e82-3d793c728f0b
4,2026-07-29,الأربعاء,الفترة المسائية,4,مخازن بلقيس - القسم الأوروبي,A,e7b1ec22-8ed8-4e7e-b69a-b16802dc618d
4,2026-07-29,الأربعاء,الفترة المسائية,5,مجموعة النمر للتجارة,B,5ed2cd33-fb03-4e55-8093-f01248c4b707
4,2026-07-29,الأربعاء,الفترة المسائية,6,وكالة ثمار الوفاء للأدوية,B,e1082a9d-8459-4635-8728-27dbabfe3fd3
4,2026-07-29,الأربعاء,الفترة المسائية,7,مياس فارما للتجارة,B,dd0f15df-1e01-4cde-b6a0-fe53afd09d18
4,2026-07-29,الأربعاء,الفترة المسائية,8,المعالي ميديكال,B,3c635148-2e8c-49bf-9b71-70b533607584
