week,date,day,shift,slot,legacy_slot,company,tier,company_id
1,2026-07-06,الإثنين,الفترة الصباحية,4,4,الوطنية للأدوية,B,b2ab69ae-0e70-42f7-90d7-2e36f66ecd83
2,2026-07-13,الإثنين,الفترة الصباحية,4,4,الوطنية للأدوية,B,b2ab69ae-0e70-42f7-90d7-2e36f66ecd83
3,2026-07-20,الإثنين,الفترة الصباحية,4,4,الوطنية للأدوية,B,b2ab69ae-0e70-42f7-90d7-2e36f66ecd83
4,2026-07-27,الإثنين,الفترة الصباحية,4,4,الوطنية للأدوية,B,b2ab69ae-0e70-42f7-90d7-2e36f66ecd83
1,2026-07-06,الإثنين,الفترة الصباحية,5,5,ذا بست كير للأدوية,B,c0066e69-75db-407b-9f6c-69925b35c7f7
2,2026-07-13,الإثنين,الفترة الصباحية,5,5,ذا بست كير للأدوية,B,c0066e69-75db-407b-9f6c-69925b35c7f7
3,2026-07-20,الإثنين,الفترة الصباحية,5,5,ذا بست كير للأدوية,B,c0066e69-75db-407b-9f6c-69925b35c7f7
4,2026-07-27,الإثنين,الفترة الصباحية,5,5,ذا بست كير للأدوية,B,c0066e69-75db-407b-9f6c-69925b35c7f7
1,2026-07-06,الإثنين,الفترة الصباحية,6,6,شركة ارض الجنتين جميع الاقسام,B,549fc942-3bd6-446b-9014-5ef590784979
2,2026-07-13,الإثنين,الفترة الصباحية,6,6,شركة ارض الجنتين جميع الاقسام,B,549fc942-3bd6-446b-9014-5ef590784979
3,2026-07-20,الإثنين,الفترة الصباحية,6,6,شركة ارض الجنتين جميع الاقسام,B,549fc942-3bd6-446b-9014-5ef590784979
4,2026-07-27,الإثنين,الفترة الصباحية,6,6,شركة ارض الجنتين جميع الاقسام,B,549fc942-3bd6-446b-9014-5ef590784979
1,2026-07-06,الإثنين,الفترة الصباحية,7,7,شركة النهدي الطبية,A,143f9fae-1386-41cc-b33e-152279097f3b
2,2026-07-13,الإثنين,الفترة الصباحية,7,7,شركة النهدي الطبية,A,143f9fae-1386-41cc-b33e-152279097f3b
3,2026-07-20,الإثنين,الفترة الصباحية,7,7,شركة النهدي الطبية,A,143f9fae-1386-41cc-b33e-152279097f3b
4,2026-07-27,الإثنين,الفترة الصباحية,7,7,شركة النهدي الطبية,A,143f9fae-1386-41cc-b33e-152279097f3b
1,2026-07-06,الإثنين,الفترة الصباحية,8,8,شمس الجزيرة للأدوية,B,0706e7e9-c7c5-49d0-b7f0-17878c7f53c7
2,2026-07-13,الإثنين,الفترة الصباحية,8,8,شمس الجزيرة للأدوية,B,0706e7e9-c7c5-49d0-b7f0-17878c7f53c7
3,2026-07-20,الإثنين,الفترة الصباحية,8,8,شمس الجزيرة للأدوية,B,0706e7e9-c7c5-49d0-b7f0-17878c7f53c7
4,2026-07-27,الإثنين,الفترة الصباحية,8,8,شمس الجزيرة للأدوية,B,0706e7e9-c7c5-49d0-b7f0-17878c7f53c7
1,2026-07-06,الإثنين,الفترة الصباحية,9,9,مؤسسة الرمال للأدوية,B,2a1ed6cc-6911-491c-a260-57733c8ed1dc
2,2026-07-13,الإثنين,الفترة الصباحية,9,9,مؤسسة الرمال للأدوية,B,2a1ed6cc-6911-491c-a260-57733c8ed1dc
3,2026-07-20,الإثنين,الفترة الصباحية,9,9,مؤسسة الرمال للأدوية,B,2a1ed6cc-6911-491c-a260-57733c8ed1dc
4,2026-07-27,الإثنين,الفترة الصباحية,9,9,مؤسسة الرمال للأدوية,B,2a1ed6cc-6911-491c-a260-57733c8ed1dc
1,2026-07-06,الإثنين,الفترة الصباحية,10,10,ماف فارما للصناعات,B,96a51c43-f628-4447-aced-1c94f9313fa3
2,2026-07-13,الإثنين,الفترة الصباحية,10,10,ماف فارما للصناعات,B,96a51c43-f628-4447-aced-1c94f9313fa3
3,2026-07-20,الإثنين,الفترة الصباحية,10,10,ماف فارما للصناعات,B,96a51c43-f628-4447-aced-1c94f9313fa3
4,2026-07-27,الإثنين,الفترة الصباحية,10,10,ماف فارما للصناعات,B,96a51c43-f628-4447-aced-1c94f9313fa3
1,2026-07-06,الإثنين,الفترة الصباحية,11,1,مدينة سام للتجارة,B,fa71bd4b-81b1-4fe8-93d6-8868556df025
2,2026-07-13,الإثنين,الفترة الصباحية,11,1,مدينة سام للتجارة,B,fa71bd4b-81b1-4fe8-93d6-8868556df025
3,2026-07-20,الإثنين,الفترة الصباحية,11,1,مدينة سام للتجارة,B,fa71bd4b-81b1-4fe8-93d6-8868556df025
4,2026-07-27,الإثنين,الفترة الصباحية,11,1,مدينة سام للتجارة,B,fa71bd4b-81b1-4fe8-93d6-8868556df025
1,2026-07-06,الإثنين,الفترة الصباحية,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,28e192af-0d9f-4491-ae36-6e8f6172dd97
2,2026-07-13,الإثنين,الفترة الصباحية,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,28e192af-0d9f-4491-ae36-6e8f6172dd97
3,2026-07-20,الإثنين,الفترة الصباحية,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,28e192af-0d9f-4491-ae36-6e8f6172dd97
4,2026-07-27,الإثنين,الفترة الصباحية,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,28e192af-0d9f-4491-ae36-6e8f6172dd97
1,2026-07-06,الإثنين,الفترة المسائية,1,1,الثقة فارما,B,fd0d51a4-3be9-48d7-bebe-586966d2a826
2,2026-07-13,الإثنين,الفترة المسائية,1,1,الثقة فارما,B,fd0d51a4-3be9-48d7-bebe-586966d2a826
3,2026-07-20,الإثنين,الفترة المسائية,1,1,الثقة فارما,B,fd0d51a4-3be9-48d7-bebe-586966d2a826
4,2026-07-27,الإثنين,الفترة المسائية,1,1,الثقة فارما,B,fd0d51a4-3be9-48d7-bebe-586966d2a826
1,2026-07-06,الإثنين,الفترة المسائية,2,2,الشركة العربية للأدوية,A,46689a3b-9e6c-4b00-bfd4-fd4e81b1fe86
2,2026-07-13,الإثنين,الفترة المسائية,2,2,الشركة العربية للأدوية,A,46689a3b-9e6c-4b00-bfd4-fd4e81b1fe86
3,2026-07-20,الإثنين,الفترة المسائية,2,2,الشركة العربية للأدوية,A,46689a3b-9e6c-4b00-bfd4-fd4e81b1fe86
4,2026-07-27,الإثنين,الفترة المسائية,2,2,الشركة العربية للأدوية,A,46689a3b-9e6c-4b00-bfd4-fd4e81b1fe86
1,2026-07-06,الإثنين,الفترة المسائية,3,3,المعالي ميديكال,B,9e224919-66e3-41a4-8fae-c1e94c5270bc
2,2026-07-13,الإثنين,الفترة المسائية,3,3,المعالي ميديكال,B,9e224919-66e3-41a4-8fae-c1e94c5270bc
3,2026-07-20,الإثنين,الفترة المسائية,3,3,المعالي ميديكال,B,9e224919-66e3-41a4-8fae-c1e94c5270bc
4,2026-07-27,الإثنين,الفترة المسائية,3,3,المعالي ميديكال,B,9e224919-66e3-41a4-8fae-c1e94c5270bc
1,2026-07-06,الإثنين,الفترة المسائية,4,4,بيور ديرمالاب,B,e13fef5f-bfcb-4c3c-a639-41b717817edd
2,2026-07-13,الإثنين,الفترة المسائية,4,4,بيور ديرمالاب,B,e13fef5f-bfcb-4c3c-a639-41b717817edd
3,2026-07-20,الإثنين,الفترة المسائية,4,4,بيور ديرمالاب,B,e13fef5f-bfcb-4c3c-a639-41b717817edd
4,2026-07-27,الإثنين,الفترة المسائية,4,4,بيور ديرمالاب,B,e13fef5f-bfcb-4c3c-a639-41b717817edd
1,2026-07-06,الإثنين,الفترة المسائية,5,5,سافا فارما,B,845e2607-801e-4048-9fca-f70474cd8b08
2,2026-07-13,الإثنين,الفترة المسائية,5,5,سافا فارما,B,845e2607-801e-4048-9fca-f70474cd8b08
3,2026-07-20,الإثنين,الفترة المسائية,5,5,سافا فارما,B,845e2607-801e-4048-9fca-f70474cd8b08
4,2026-07-27,الإثنين,الفترة المسائية,5,5,سافا فارما,B,845e2607-801e-4048-9fca-f70474cd8b08
1,2026-07-06,الإثنين,الفترة المسائية,6,6,شركة العابد جميع الاقسام,A,781bbf75-f12e-4f34-9790-fc2d8b0e78fd
2,2026-07-13,الإثنين,الفترة المسائية,6,6,شركة العابد جميع الاقسام,A,781bbf75-f12e-4f34-9790-fc2d8b0e78fd
3,2026-07-20,الإثنين,الفترة المسائية,6,6,شركة العابد جميع الاقسام,A,781bbf75-f12e-4f34-9790-fc2d8b0e78fd
4,2026-07-27,الإثنين,الفترة المسائية,6,6,شركة العابد جميع الاقسام,A,781bbf75-f12e-4f34-9790-fc2d8b0e78fd
1,2026-07-06,الإثنين,الفترة المسائية,7,7,شركة شام فارما,B,394f583a-1e42-4e0d-9b6f-7ccff78b9e40
2,2026-07-13,الإثنين,الفترة المسائية,7,7,شركة شام فارما,B,394f583a-1e42-4e0d-9b6f-7ccff78b9e40
3,2026-07-20,الإثنين,الفترة المسائية,7,7,شركة شام فارما,B,394f583a-1e42-4e0d-9b6f-7ccff78b9e40
4,2026-07-27,الإثنين,الفترة المسائية,7,7,شركة شام فارما,B,394f583a-1e42-4e0d-9b6f-7ccff78b9e40
1,2026-07-06,الإثنين,الفترة المسائية,8,8,فواصل فارما,B,ab6a6cae-2d4e-49d6-be3a-11839c182aa4
2,2026-07-13,الإثنين,الفترة المسائية,8,8,فواصل فارما,B,ab6a6cae-2d4e-49d6-be3a-11839c182aa4
3,2026-07-20,الإثنين,الفترة المسائية,8,8,فواصل فارما,B,ab6a6cae-2d4e-49d6-be3a-11839c182aa4
4,2026-07-27,الإثنين,الفترة المسائية,8,8,فواصل فارما,B,ab6a6cae-2d4e-49d6-be3a-11839c182aa4
1,2026-07-06,الإثنين,الفترة المسائية,9,9,مؤسسة بن معمر للأدوية,B,85aa33b4-0559-4691-9a04-376e389d25fa
2,2026-07-13,الإثنين,الفترة المسائية,9,9,مؤسسة بن معمر للأدوية,B,85aa33b4-0559-4691-9a04-376e389d25fa
3,2026-07-20,الإثنين,الفترة المسائية,9,9,مؤسسة بن معمر للأدوية,B,85aa33b4-0559-4691-9a04-376e389d25fa
4,2026-07-27,الإثنين,الفترة المسائية,9,9,مؤسسة بن معمر للأدوية,B,85aa33b4-0559-4691-9a04-376e389d25fa
1,2026-07-06,الإثنين,الفترة المسائية,10,10,محلات المنصوب,B,bae51228-4d29-40a0-ba88-de611264d542
2,2026-07-13,الإثنين,الفترة المسائية,10,10,محلات المنصوب,B,bae51228-4d29-40a0-ba88-de611264d542
3,2026-07-20,الإثنين,الفترة المسائية,10,10,محلات المنصوب,B,bae51228-4d29-40a0-ba88-de611264d542
4,2026-07-27,الإثنين,الفترة المسائية,10,10,محلات المنصوب,B,bae51228-4d29-40a0-ba88-de611264d542
1,2026-07-06,الإثنين,الفترة المسائية,11,1,ميديكا للصناعات الدوائية,A,b678cbdc-4af5-4c35-bec2-32cee3614980
2,2026-07-13,الإثنين,الفترة المسائية,11,1,ميديكا للصناعات الدوائية,A,b678cbdc-4af5-4c35-bec2-32cee3614980
3,2026-07-20,الإثنين,الفترة المسائية,11,1,ميديكا للصناعات الدوائية,A,b678cbdc-4af5-4c35-bec2-32cee3614980
4,2026-07-27,الإثنين,الفترة المسائية,11,1,ميديكا للصناعات الدوائية,A,b678cbdc-4af5-4c35-bec2-32cee3614980
1,2026-07-07,الثلاثاء,الفترة الصباحية,1,1,ارض الريادة للاستيراد,B,a37cd951-dcb6-402e-b046-b05f52860254
2,2026-07-14,الثلاثاء,الفترة الصباحية,1,1,ارض الريادة للاستيراد,B,a37cd951-dcb6-402e-b046-b05f52860254
3,2026-07-21,الثلاثاء,الفترة الصباحية,1,1,ارض الريادة للاستيراد,B,a37cd951-dcb6-402e-b046-b05f52860254
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,1,ارض الريادة للاستيراد,B,a37cd951-dcb6-402e-b046-b05f52860254
1,2026-07-07,الثلاثاء,الفترة الصباحية,2,2,السريحي للأدوية,B,c08e6bea-0c1b-4dfc-b43d-5fad399cbd80
2,2026-07-14,الثلاثاء,الفترة الصباحية,2,2,السريحي للأدوية,B,c08e6bea-0c1b-4dfc-b43d-5fad399cbd80
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,2,السريحي للأدوية,B,c08e6bea-0c1b-4dfc-b43d-5fad399cbd80
4,2026-07-28,الثلاثاء,الفترة الصباحية,2,2,السريحي للأدوية,B,c08e6bea-0c1b-4dfc-b43d-5fad399cbd80
1,2026-07-07,الثلاثاء,الفترة الصباحية,3,3,القاهرة لتجارة الأدوية,B,138d5f81-e579-43ac-b649-d14f8f7782dc
2,2026-07-14,الثلاثاء,الفترة الصباحية,3,3,القاهرة لتجارة الأدوية,B,138d5f81-e579-43ac-b649-d14f8f7782dc
3,2026-07-21,الثلاثاء,الفترة الصباحية,3,3,القاهرة لتجارة الأدوية,B,138d5f81-e579-43ac-b649-d14f8f7782dc
4,2026-07-28,الثلاثاء,الفترة الصباحية,3,3,القاهرة لتجارة الأدوية,B,138d5f81-e579-43ac-b649-d14f8f7782dc
1,2026-07-07,الثلاثاء,الفترة الصباحية,4,4,اميال قسم جلينمارك,A,a65705eb-04b5-42a2-9679-93f0f1805899
2,2026-07-14,الثلاثاء,الفترة الصباحية,4,4,اميال قسم جلينمارك,A,a65705eb-04b5-42a2-9679-93f0f1805899
3,2026-07-21,الثلاثاء,الفترة الصباحية,4,4,اميال قسم جلينمارك,A,a65705eb-04b5-42a2-9679-93f0f1805899
4,2026-07-28,الثلاثاء,الفترة الصباحية,4,4,اميال قسم جلينمارك,A,a65705eb-04b5-42a2-9679-93f0f1805899
1,2026-07-07,الثلاثاء,الفترة الصباحية,5,5,رواد الدواء,B,a04bbc0e-6398-45bb-b623-51dbad718dd0
2,2026-07-14,الثلاثاء,الفترة الصباحية,5,5,رواد الدواء,B,a04bbc0e-6398-45bb-b623-51dbad718dd0
3,2026-07-21,الثلاثاء,الفترة الصباحية,5,5,رواد الدواء,B,a04bbc0e-6398-45bb-b623-51dbad718dd0
4,2026-07-28,الثلاثاء,الفترة الصباحية,5,5,رواد الدواء,B,a04bbc0e-6398-45bb-b623-51dbad718dd0
1,2026-07-07,الثلاثاء,الفترة الصباحية,6,6,شركة الأمل الطبية,B,2d719418-a86a-4985-812b-5b546ba1eceb
2,2026-07-14,الثلاثاء,الفترة الصباحية,6,6,شركة الأمل الطبية,B,2d719418-a86a-4985-812b-5b546ba1eceb
3,2026-07-21,الثلاثاء,الفترة الصباحية,6,6,شركة الأمل الطبية,B,2d719418-a86a-4985-812b-5b546ba1eceb
4,2026-07-28,الثلاثاء,الفترة الصباحية,6,6,شركة الأمل الطبية,B,2d719418-a86a-4985-812b-5b546ba1eceb
1,2026-07-07,الثلاثاء,الفترة الصباحية,7,7,شركة اليمان فارما,A,c9e6a5df-ccfe-4814-8f80-6c68e8ed0c13
2,2026-07-14,الثلاثاء,الفترة الصباحية,7,7,شركة اليمان فارما,A,c9e6a5df-ccfe-4814-8f80-6c68e8ed0c13
3,2026-07-21,الثلاثاء,الفترة الصباحية,7,7,شركة اليمان فارما,A,c9e6a5df-ccfe-4814-8f80-6c68e8ed0c13
4,2026-07-28,الثلاثاء,الفترة الصباحية,7,7,شركة اليمان فارما,A,c9e6a5df-ccfe-4814-8f80-6c68e8ed0c13
1,2026-07-07,الثلاثاء,الفترة الصباحية,8,8,صيدلية الهلال جميع الاقسام,A,b8f0ed82-9167-4bd3-9ef8-da659a105c36
2,2026-07-14,الثلاثاء,الفترة الصباحية,8,8,صيدلية الهلال جميع الاقسام,A,b8f0ed82-9167-4bd3-9ef8-da659a105c36
3,2026-07-21,الثلاثاء,الفترة الصباحية,8,8,صيدلية الهلال جميع الاقسام,A,b8f0ed82-9167-4bd3-9ef8-da659a105c36
4,2026-07-28,الثلاثاء,الفترة الصباحية,8,8,صيدلية الهلال جميع الاقسام,A,b8f0ed82-9167-4bd3-9ef8-da659a105c36
1,2026-07-07,الثلاثاء,الفترة الصباحية,9,9,مؤسسة السعادة الطبية,B,c4a818ba-d63a-407c-b8a9-b99612b24354
2,2026-07-14,الثلاثاء,الفترة الصباحية,9,9,مؤسسة السعادة الطبية,B,c4a818ba-d63a-407c-b8a9-b99612b24354
3,2026-07-21,الثلاثاء,الفترة الصباحية,9,9,مؤسسة السعادة الطبية,B,c4a818ba-d63a-407c-b8a9-b99612b24354
4,2026-07-28,الثلاثاء,الفترة الصباحية,9,9,مؤسسة السعادة الطبية,B,c4a818ba-d63a-407c-b8a9-b99612b24354
1,2026-07-07,الثلاثاء,الفترة الصباحية,10,10,مجموعة الاتحاد للأدوية,B,f3fd6ff7-8c41-4dba-b510-6c5515c112b0
2,2026-07-14,الثلاثاء,الفترة الصباحية,10,10,مجموعة الاتحاد للأدوية,B,f3fd6ff7-8c41-4dba-b510-6c5515c112b0
3,2026-07-21,الثلاثاء,الفترة الصباحية,10,10,مجموعة الاتحاد للأدوية,B,f3fd6ff7-8c41-4dba-b510-6c5515c112b0
4,2026-07-28,الثلاثاء,الفترة الصباحية,10,10,مجموعة الاتحاد للأدوية,B,f3fd6ff7-8c41-4dba-b510-6c5515c112b0
1,2026-07-07,الثلاثاء,الفترة الصباحية,11,1,مسايا فارما للاستيراد,B,9717b540-a9fc-45f7-bcc7-3f93eaa21e26
2,2026-07-14,الثلاثاء,الفترة الصباحية,11,1,مسايا فارما للاستيراد,B,9717b540-a9fc-45f7-bcc7-3f93eaa21e26
3,2026-07-21,الثلاثاء,الفترة الصباحية,11,1,مسايا فارما للاستيراد,B,9717b540-a9fc-45f7-bcc7-3f93eaa21e26
4,2026-07-28,الثلاثاء,الفترة الصباحية,11,1,مسايا فارما للاستيراد,B,9717b540-a9fc-45f7-bcc7-3f93eaa21e26
1,2026-07-07,الثلاثاء,الفترة المسائية,1,1,الجبل جميع الاقسام,A,5c53b80b-a809-4575-9a6a-655791b94d72
2,2026-07-14,الثلاثاء,الفترة المسائية,1,1,الجبل جميع الاقسام,A,5c53b80b-a809-4575-9a6a-655791b94d72
3,2026-07-21,الثلاثاء,الفترة المسائية,1,1,الجبل جميع الاقسام,A,5c53b80b-a809-4575-9a6a-655791b94d72
4,2026-07-28,الثلاثاء,الفترة المسائية,1,1,الجبل جميع الاقسام,A,5c53b80b-a809-4575-9a6a-655791b94d72
1,2026-07-07,الثلاثاء,الفترة المسائية,2,2,الشركة اليمنية المصرية,A,154a0aa5-78b9-4479-83a0-c2dba299f9d9
2,2026-07-14,الثلاثاء,الفترة المسائية,2,2,الشركة اليمنية المصرية,A,154a0aa5-78b9-4479-83a0-c2dba299f9d9
3,2026-07-21,الثلاثاء,الفترة المسائية,2,2,الشركة اليمنية المصرية,A,154a0aa5-78b9-4479-83a0-c2dba299f9d9
4,2026-07-28,الثلاثاء,الفترة المسائية,2,2,الشركة اليمنية المصرية,A,154a0aa5-78b9-4479-83a0-c2dba299f9d9
1,2026-07-07,الثلاثاء,الفترة المسائية,3,3,المفضل جميع الاقسام,A,65ff7785-8e44-4cc5-9a0b-7f1fed8ac3b8
2,2026-07-14,الثلاثاء,الفترة المسائية,3,3,المفضل جميع الاقسام,A,65ff7785-8e44-4cc5-9a0b-7f1fed8ac3b8
3,2026-07-21,الثلاثاء,الفترة المسائية,3,3,المفضل جميع الاقسام,A,65ff7785-8e44-4cc5-9a0b-7f1fed8ac3b8
4,2026-07-28,الثلاثاء,الفترة المسائية,3,3,المفضل جميع الاقسام,A,65ff7785-8e44-4cc5-9a0b-7f1fed8ac3b8
1,2026-07-07,الثلاثاء,الفترة المسائية,4,4,تداوي فارما,B,01217633-bcf1-4f22-8fc1-030845268670
2,2026-07-14,الثلاثاء,الفترة المسائية,4,4,تداوي فارما,B,01217633-bcf1-4f22-8fc1-030845268670
3,2026-07-21,الثلاثاء,الفترة المسائية,4,4,تداوي فارما,B,01217633-bcf1-4f22-8fc1-030845268670
4,2026-07-28,الثلاثاء,الفترة المسائية,4,4,تداوي فارما,B,01217633-bcf1-4f22-8fc1-030845268670
1,2026-07-07,الثلاثاء,الفترة المسائية,5,5,سبأ فارما - عبده البتن,B,7babeed6-6ab1-4aab-9862-1aed369d3804
2,2026-07-14,الثلاثاء,الفترة المسائية,5,5,سبأ فارما - عبده البتن,B,7babeed6-6ab1-4aab-9862-1aed369d3804
3,2026-07-21,الثلاثاء,الفترة المسائية,5,5,سبأ فارما - عبده البتن,B,7babeed6-6ab1-4aab-9862-1aed369d3804
4,2026-07-28,الثلاثاء,الفترة المسائية,5,5,سبأ فارما - عبده البتن,B,7babeed6-6ab1-4aab-9862-1aed369d3804
1,2026-07-07,الثلاثاء,الفترة المسائية,6,6,شركة الفتح جميع الاقسام,A,f1056968-a0c5-42d8-b042-bbfa3e8c7b34
2,2026-07-14,الثلاثاء,الفترة المسائية,6,6,شركة الفتح جميع الاقسام,A,f1056968-a0c5-42d8-b042-bbfa3e8c7b34
3,2026-07-21,الثلاثاء,الفترة المسائية,6,6,شركة الفتح جميع الاقسام,A,f1056968-a0c5-42d8-b042-bbfa3e8c7b34
4,2026-07-28,الثلاثاء,الفترة المسائية,6,6,شركة الفتح جميع الاقسام,A,f1056968-a0c5-42d8-b042-bbfa3e8c7b34
1,2026-07-07,الثلاثاء,الفترة المسائية,7,7,شركة عين سبا,B,5bd0904b-2999-44f3-a54f-5e376161fe1e
2,2026-07-14,الثلاثاء,الفترة المسائية,7,7,شركة عين سبا,B,5bd0904b-2999-44f3-a54f-5e376161fe1e
3,2026-07-21,الثلاثاء,الفترة المسائية,7,7,شركة عين سبا,B,5bd0904b-2999-44f3-a54f-5e376161fe1e
4,2026-07-28,الثلاثاء,الفترة المسائية,7,7,شركة عين سبا,B,5bd0904b-2999-44f3-a54f-5e376161fe1e
1,2026-07-07,الثلاثاء,الفترة المسائية,8,8,فيجا فارما للأدوية,B,31c3200f-9c6e-44c4-8da4-c7a84a0afba2
2,2026-07-14,الثلاثاء,الفترة المسائية,8,8,فيجا فارما للأدوية,B,31c3200f-9c6e-44c4-8da4-c7a84a0afba2
3,2026-07-21,الثلاثاء,الفترة المسائية,8,8,فيجا فارما للأدوية,B,31c3200f-9c6e-44c4-8da4-c7a84a0afba2
4,2026-07-28,الثلاثاء,الفترة المسائية,8,8,فيجا فارما للأدوية,B,31c3200f-9c6e-44c4-8da4-c7a84a0afba2
1,2026-07-07,الثلاثاء,الفترة المسائية,9,9,مؤسسة عبد الفتاح باجمال,B,425db398-4ece-4031-80c4-2b6489f6c3d4
2,2026-07-14,الثلاثاء,الفترة المسائية,9,9,مؤسسة عبد الفتاح باجمال,B,425db398-4ece-4031-80c4-2b6489f6c3d4
3,2026-07-21,الثلاثاء,الفترة المسائية,9,9,مؤسسة عبد الفتاح باجمال,B,425db398-4ece-4031-80c4-2b6489f6c3d4
4,2026-07-28,الثلاثاء,الفترة المسائية,9,9,مؤسسة عبد الفتاح باجمال,B,425db398-4ece-4031-80c4-2b6489f6c3d4
1,2026-07-07,الثلاثاء,الفترة المسائية,10,10,محلات مياس للأدوية,B,9d54bb0a-4086-406a-851f-c1bbe668ed9b
2,2026-07-14,الثلاثاء,الفترة المسائية,10,10,محلات مياس للأدوية,B,9d54bb0a-4086-406a-851f-c1bbe668ed9b
3,2026-07-21,الثلاثاء,الفترة المسائية,10,10,محلات مياس للأدوية,B,9d54bb0a-4086-406a-851f-c1bbe668ed9b
4,2026-07-28,الثلاثاء,الفترة المسائية,10,10,محلات مياس للأدوية,B,9d54bb0a-4086-406a-851f-c1bbe668ed9b
1,2026-07-07,الثلاثاء,الفترة المسائية,11,1,نانو فارما العالمية,B,7021c42a-06a8-42d0-ba07-76121ecab80d
2,2026-07-14,الثلاثاء,الفترة المسائية,11,1,نانو فارما العالمية,B,7021c42a-06a8-42d0-ba07-76121ecab80d
3,2026-07-21,الثلاثاء,الفترة المسائية,11,1,نانو فارما العالمية,B,7021c42a-06a8-42d0-ba07-76121ecab80d
4,2026-07-28,الثلاثاء,الفترة المسائية,11,1,نانو فارما العالمية,B,7021c42a-06a8-42d0-ba07-76121ecab80d
1,2026-07-08,الأربعاء,الفترة الصباحية,1,1,اصرار فارما,B,fa4fdf28-1b51-4476-8d68-6ea49fcfab55
2,2026-07-15,الأربعاء,الفترة الصباحية,1,1,اصرار فارما,B,fa4fdf28-1b51-4476-8d68-6ea49fcfab55
3,2026-07-22,الأربعاء,الفترة الصباحية,1,1,اصرار فارما,B,fa4fdf28-1b51-4476-8d68-6ea49fcfab55
4,2026-07-29,الأربعاء,الفترة الصباحية,1,1,اصرار فارما,B,fa4fdf28-1b51-4476-8d68-6ea49fcfab55
1,2026-07-08,الأربعاء,الفترة الصباحية,2,2,الشركة الدوائية - التخصصية,A,cf1f5668-7bf5-47ac-888f-8f721a60bbe2
2,2026-07-15,الأربعاء,الفترة الصباحية,2,2,الشركة الدوائية - التخصصية,A,cf1f5668-7bf5-47ac-888f-8f721a60bbe2
3,2026-07-22,الأربعاء,الفترة الصباحية,2,2,الشركة الدوائية - التخصصية,A,cf1f5668-7bf5-47ac-888f-8f721a60bbe2
4,2026-07-29,الأربعاء,الفترة الصباحية,2,2,الشركة الدوائية - التخصصية,A,cf1f5668-7bf5-47ac-888f-8f721a60bbe2
1,2026-07-08,الأربعاء,الفترة الصباحية,3,3,القفيلي للادوية,B,4152f70f-53ec-455c-988e-c017a9a2c060
2,2026-07-15,الأربعاء,الفترة الصباحية,3,3,القفيلي للادوية,B,4152f70f-53ec-455c-988e-c017a9a2c060
3,2026-07-22,الأربعاء,الفترة الصباحية,3,3,القفيلي للادوية,B,4152f70f-53ec-455c-988e-c017a9a2c060
4,2026-07-29,الأربعاء,الفترة الصباحية,3,3,القفيلي للادوية,B,4152f70f-53ec-455c-988e-c017a9a2c060
1,2026-07-08,الأربعاء,الفترة الصباحية,4,4,اوسيشيتيد مديكال,B,e5d98f63-fc26-42f0-b98d-54bc0cf96c97
2,2026-07-15,الأربعاء,الفترة الصباحية,4,4,اوسيشيتيد مديكال,B,e5d98f63-fc26-42f0-b98d-54bc0cf96c97
3,2026-07-22,الأربعاء,الفترة الصباحية,4,4,اوسيشيتيد مديكال,B,e5d98f63-fc26-42f0-b98d-54bc0cf96c97
4,2026-07-29,الأربعاء,الفترة الصباحية,4,4,اوسيشيتيد مديكال,B,e5d98f63-fc26-42f0-b98d-54bc0cf96c97
1,2026-07-08,الأربعاء,الفترة الصباحية,5,5,رويال فارما التخصصية,B,80c66fee-0e57-40c9-bb37-5adeeb307793
2,2026-07-15,الأربعاء,الفترة الصباحية,5,5,رويال فارما التخصصية,B,80c66fee-0e57-40c9-bb37-5adeeb307793
3,2026-07-22,الأربعاء,الفترة الصباحية,5,5,رويال فارما التخصصية,B,80c66fee-0e57-40c9-bb37-5adeeb307793
4,2026-07-29,الأربعاء,الفترة الصباحية,5,5,رويال فارما التخصصية,B,80c66fee-0e57-40c9-bb37-5adeeb307793
1,2026-07-08,الأربعاء,الفترة الصباحية,6,6,شركة الرباط فارما,B,79cee4e1-9fd2-470d-af4b-e4a154b10d4c
2,2026-07-15,الأربعاء,الفترة الصباحية,6,6,شركة الرباط فارما,B,79cee4e1-9fd2-470d-af4b-e4a154b10d4c
3,2026-07-22,الأربعاء,الفترة الصباحية,6,6,شركة الرباط فارما,B,79cee4e1-9fd2-470d-af4b-e4a154b10d4c
4,2026-07-29,الأربعاء,الفترة الصباحية,6,6,شركة الرباط فارما,B,79cee4e1-9fd2-470d-af4b-e4a154b10d4c
1,2026-07-08,الأربعاء,الفترة الصباحية,7,7,شركة الين للادوية,B,891283e0-9961-4a22-956a-60b6ae28f718
2,2026-07-15,الأربعاء,الفترة الصباحية,7,7,شركة الين للادوية,B,891283e0-9961-4a22-956a-60b6ae28f718
3,2026-07-22,الأربعاء,الفترة الصباحية,7,7,شركة الين للادوية,B,891283e0-9961-4a22-956a-60b6ae28f718
